# Radial distribution function (200 data points):
# "Pair separation distance" Zn3+2-Zn3+2 Zn3+2-O_R "Zn3+2-C in CO2" O_R-O_R "O_R-C in CO2" "C in CO2-C in CO2"
2.675 0.0 0.0 0.0 0.0 0.6286168699 0.0 
2.725 0.0 0.0 0.0 0.0 0.6057606398 0.0 
2.775 14.2381363892 0.0 0.0 3.9550378859 0.8761930086 0.0 
2.825 27.4772096424 0.0 0.0 8.3958140574 0.0 0.0 
2.875 6.6324537944 0.0 0.0 1.473878621 0.2721006685 0.0 
2.925 44.8535272528 0.0 0.0 9.2554897506 0.7886334462 0.0 
2.975 37.1644718122 0.0 0.0 14.4528501492 0.2541160466 0.3753098534 
3.025 29.9550629206 0.0 0.0 7.3223487139 0.4915702633 0.3630057329 
3.075 23.1910845814 0.9662951909 0.7135718333 7.0861647332 0.951429111 0.0 
3.125 39.2961143702 9.3562177072 0.0 6.2374784715 0.9212275896 0.3401455716 
3.175 16.3149481325 16.3149481325 0.0 3.6255440294 1.3386624109 0.6590338023 
3.225 15.8129899494 14.9344905078 0.6487380492 2.9283314721 0.6487380492 0.6387574638 
3.275 20.4451275538 12.7782047211 0.0 0.5679202098 0.2096936159 0.3097013405 
3.325 9.9174356202 15.7026063986 1.8309111914 0.0 1.0171728841 0.6009144423 
3.375 0.0 3.2085892256 0.0 0.0 0.3949032893 1.7497253434 
3.425 0.0 8.5678814266 0.5751864454 0.0 1.342101706 0.5663374232 
3.475 0.0 0.7566456098 0.5587536811 0.0 1.6762610432 1.1003149412 
3.525 0.0 0.0 0.0 0.0 1.4480405235 0.8019916745 
3.575 0.0 0.0 1.0558648487 0.0 1.583797273 1.2995259676 
3.625 0.0 0.0 1.0269388791 0.0 1.7115647985 1.0111398194 
3.675 0.0 0.0 0.9991854868 0.0 1.6653091446 1.7216734542 
3.725 0.0 0.0 0.4862710703 0.0 0.9725421407 2.3939498847 
3.775 0.0 0.0 0.946950423 0.0 1.8939008461 1.86476391 
3.825 0.0 0.0 0.4611778545 0.0 1.2298076121 1.5892898372 
3.875 0.0 0.0 0.8987068752 0.0 3.2952585424 1.7697612312 
3.925 0.0 0.0 1.3139340497 0.0 1.1679413775 1.0780997331 
3.975 0.0 0.0 0.8540582872 0.0 1.138744383 0.840918929 
4.025 0.0 0.5639911286 1.665943026 0.0 1.8047716115 0.615117425 
4.075 0.0 1.1004718755 0.8126561542 0.0 1.489869616 1.8003459416 
4.125 0.0 4.8328010079 0.7930750372 0.0 1.1896125558 2.9282770604 
4.175 0.0 3.669353192 0.774193201 1.0483866263 1.0322576013 1.9057063408 
4.225 0.0 3.0711595717 1.1339666111 0.3412399524 1.3859591914 0.744347314 
4.275 0.0 5.4995242735 0.7383976647 1.3332180057 1.5998616068 1.2723159761 
4.325 0.0 7.3269600822 0.360711881 0.6512853406 0.8416610556 1.243068636 
4.375 0.0 12.8888019217 1.4100569624 2.5459361821 0.7050284812 1.3883637783 
4.425 0.0 10.732633324 1.0337787282 3.4219990308 0.6891858188 1.6964574001 
4.475 0.0 8.2128054413 2.0216136471 3.3459577724 1.0108068235 1.492883924 
4.525 0.0 7.1398325057 1.6476536552 8.9247906321 0.7689050391 1.1356135962 
4.575 0.0 7.8577030521 2.9013057423 8.43975513 1.1820134506 0.6348156154 
4.625 0.0 7.2615752865 2.208044612 5.1258178493 1.3668847598 1.0870373474 
4.675 0.0 3.76257154 3.0872381867 4.7380530504 1.0290793956 0.9119226644 
4.725 0.0 2.4555749762 1.8133476747 3.2740999682 0.9066738374 0.8927250091 
4.775 0.0 1.6029460226 2.0714994754 4.2745227269 0.9864283216 0.8741272511 
4.825 0.0 1.1774225791 0.5796541928 5.4946387026 0.6762632249 0.570736436 
4.875 0.0 0.0 1.9873872557 1.2815493216 0.9463748837 0.8386337431 
4.925 0.0 0.0 0.5563541136 0.2511320652 0.8345311704 1.3694870488 
4.975 0.0 0.0 1.6356822179 0.7383287789 0.9995835776 0.805258938 
5.025 0.0 0.0 1.0688623599 1.4474177791 0.3562874533 0.6577614523 
5.075 0.0 0.0 0.2619762381 2.6015695871 1.1352303653 1.1607562551 
5.125 0.0 0.0 0.7706684469 3.2467976233 0.4281491371 1.0117493456 
5.175 0.0 0.0 1.0077978146 0.9098174715 0.5038989073 0.6201832705 
5.225 0.0 0.0 0.9886022517 0.8924881439 0.9886022517 0.2433482466 
5.275 0.0 0.0 0.7274624533 1.0945615616 0.7274624533 0.9550276309 
5.325 0.0 0.0 0.4759102825 1.7185649092 0.7138654238 0.9371771718 
5.375 0.0 0.0 1.6348408418 1.2650554133 0.778495639 0.2299556349 
5.425 0.0 0.0 0.6877905478 3.7255321339 0.6877905478 0.7900773472 
5.475 0.0 0.0 0.6752856128 1.2192656897 0.9754125518 0.5540805028 
5.525 0.0 0.0 0.0 0.3990991794 1.0315178791 1.1970141542 
5.575 0.0 0.0 0.8683700665 1.1759177983 0.7960058943 0.7481342111 
5.625 0.0 0.0 1.0662513619 1.9251760701 0.9240845137 0.7348932464 
5.675 0.0 0.0 1.257054818 0.1891401925 0.8380365454 0.9282866349 
5.725 0.0 0.0 1.0293279591 0.5575526445 0.8920842313 1.0134921444 
5.775 0.0 0.0 1.2138976426 0.3652932721 0.6069488213 0.5976111471 
5.825 0.0 0.0 0.7954318434 0.718098192 0.9280038173 0.8810937343 
5.875 0.0 0.0 0.586462705 0.352963665 1.0426003644 1.05864037 
5.925 0.0 0.0 0.9610107048 0.8675791085 0.7047411835 0.7569807398 
5.975 0.0 0.0 0.7559953869 1.023743753 0.8189950024 0.6513191025 
6.025 0.0 0.0 1.1152498233 1.5102341357 1.3011247939 0.2745230334 
6.075 0.0 0.0 0.7313116348 2.1456886506 1.0360248159 0.990083444 
6.125 0.0 0.0 1.4388413056 1.2989539565 0.7793723739 0.4427204017 
6.175 0.0 0.0 1.0617260212 1.7572548731 0.8257869054 0.8711598123 
6.225 0.0 0.0 1.3929850269 1.1003614362 0.4643283423 0.857221555 
6.275 0.0 0.0 1.3708746214 0.9281963583 0.6283175348 1.3497842426 
6.325 0.0 0.0 1.3492864944 0.4567896986 1.124405412 1.1624622106 
6.375 0.0 0.0 0.9961532439 0.8993050119 1.2728624783 1.2260347618 
6.425 0.0 0.0 0.8172577661 0.29512086 1.1986447237 0.8046845697 
6.475 0.0 0.0 0.9656217836 0.1452903147 0.9119761289 0.8715355585 
6.525 0.0 0.0 1.2678396731 0.2861443707 1.1093597139 1.0142717385 
6.575 0.0 0.0 1.5607879392 0.1409044667 0.728367705 1.3830982353 
6.625 0.0 0.0 1.2298543116 0.0 0.9736346633 0.8325167648 
6.675 0.0 0.0 1.0600612929 0.0 1.0095821837 0.4473225675 
6.725 0.0 0.0 0.8951631176 0.0 1.1438195391 1.1017392216 
6.775 0.0 0.0 0.8819991931 0.0 0.9799991034 1.2302757975 
6.825 0.0 0.0 0.7242696023 0.0 1.0622620834 0.8557523917 
6.875 0.0 0.0 0.9992823771 0.0 0.7137731265 0.8433504017 
6.925 0.0 0.0 1.1256051008 0.0 1.1256051008 1.3853601241 
6.975 0.0 0.0 1.802978618 0.0 0.7859137566 0.6145063219 
7.025 0.0 0.0 0.9570641689 0.617154474 0.7291917477 0.5384800599 
7.075 0.0 0.0 1.0783824186 1.0952321439 1.0783824186 1.1945159098 
7.125 0.0 0.0 1.4620380425 1.0799144632 1.0633003946 1.4395451496 
7.175 0.0 0.0 0.6553328579 1.3015638705 1.0485325726 0.8388260581 
7.225 0.0 0.0 0.9048114996 1.0502276334 1.2925878565 1.7181475508 
7.275 0.0 0.0 1.1473933071 0.3452803934 0.8074249198 0.9414509187 
7.325 0.0 0.0 2.137811873 0.2270551826 1.0479469966 0.7429138093 
7.375 0.0 0.0 1.3645972133 0.5599672908 0.9924343369 1.0382389986 
7.425 0.0 0.0 0.489556636 0.441960852 0.8159277267 0.9640499909 
7.475 0.0 0.0 0.8453012952 1.9623065782 0.9258061805 0.7728468985 
7.525 0.0 0.0 0.8341054163 0.7530118342 1.469614305 0.8212730253 
7.575 0.0 0.0 0.8231305045 0.6369462237 1.4110808648 1.6209339165 
7.625 0.0 0.0 0.4642118759 0.6286202486 1.3539513047 1.4854780028 
7.675 0.0 0.0 1.0309122799 0.2068188216 1.3363677702 1.5789699193 
7.725 0.0 0.0 1.1306781908 0.0 1.8467743783 1.5029322413 
7.775 0.0 0.0 1.4510372713 0.0 1.227800768 0.7693073344 
7.825 0.0 0.0 0.3305891473 0.0 1.1754280793 0.9222589545 
7.875 0.0 0.0 0.9792135924 0.0 1.2693509531 1.0177125883 
7.925 0.0 0.0 0.8594636477 0.0 1.110140545 1.5867021189 
7.975 0.0 0.0 1.1669906777 0.0 1.2377173855 1.0445790682 
8.025 0.0 0.0 0.7334053279 0.0 1.3969625293 1.1863435634 
8.075 0.0 0.0 0.7243510568 0.0 1.1727588539 0.9169806786 
8.125 0.0 0.0 0.8176724869 0.0 1.2605784173 1.0063661377 
8.175 0.0 0.0 1.2115514933 0.0 1.7163646155 1.1432075629 
8.225 0.0 0.0 0.797910801 0.0 1.6623141688 1.4730660942 
8.275 0.0 0.0 1.0839091104 0.0 0.8868347267 1.4553185259 
8.325 0.0 0.0 0.8762140793 0.0 1.1358330657 0.9106635217 
8.375 0.0 0.0 0.8657830832 0.0 1.3788397251 1.1839768659 
8.425 0.0 0.0 0.9505969443 0.0 1.0773432035 0.6551806631 
8.475 0.0 0.0 0.9394135806 0.0 1.0333549386 1.2949454895 
8.525 0.0 0.0 0.7427411306 0.0 1.0831641487 0.9141429299 
8.575 0.0 0.0 1.0093939675 0.0 1.4376217113 1.0842161777 
8.625 0.0 0.0 0.7256180392 0.0 1.1186611437 1.1163354449 
8.675 0.0 0.0 0.5379582707 0.0 0.8368239767 1.1917844766 
8.725 0.0 0.0 0.8863504058 0.0 0.9749854464 0.9599856703 
8.775 0.0 0.0 0.9639061862 0.0 0.8178597944 1.0784964321 
8.825 0.0 0.0 1.4728409115 0.0 1.5594786122 0.5971336908 
8.875 0.0 0.4640147074 1.1992995513 0.0 0.7995330342 1.0543292759 
8.925 0.0 1.1470755993 1.1858996965 0.0 0.9035426259 1.3761649225 
8.975 0.0 3.5164243848 0.7538934661 0.0 0.865581387 0.9484881899 
9.025 0.0 3.2532099569 1.0769246754 0.0 1.2702188479 0.8972248183 
9.075 0.0 0.6656815363 1.1470204933 0.0 0.9285403993 1.048704451 
9.125 0.0 1.2070784019 1.2155195096 0.0 0.8913809737 1.1569252358 
9.175 0.0 0.4341665871 1.0419998089 0.0 1.2290254157 1.3021914772 
9.225 0.0 0.2147364701 1.4271716166 0.0 1.0307350564 1.2490801157 
9.275 0.0 0.5310687454 1.3333910653 0.4248549963 0.8366375312 1.3128773566 
9.325 0.0 2.5218668169 0.8535549227 0.7705704163 0.9311508247 0.9550264869 
9.375 0.0 3.0148384303 1.9192605392 1.8019723951 0.8188844967 0.6047147053 
9.425 0.0 1.748617466 0.683622394 1.9886237849 0.8608578294 1.0096576895 
9.475 0.0 0.8142170058 1.2025358854 2.1712453487 0.8768490831 1.0360309167 
9.525 0.0 0.8056912516 1.1899440023 1.3428187526 0.8924580017 0.7322732322 
9.575 0.0 0.1993246777 1.1039520609 1.1295065067 0.7114357726 0.9782713647 
9.625 0.0 0.1972591555 0.5098390482 1.2493079851 1.0925122461 1.2908452384 
9.675 0.0 0.0 1.2974992002 1.1062782532 0.9370827557 0.9581532555 
9.725 0.0 0.0 1.4268795926 0.3864465563 0.9036904086 0.7727101794 
9.775 0.0 0.0 1.4123197237 0.3187527154 0.6590825377 0.9386494164 
9.825 0.0 0.0 1.467880655 0.3155166752 1.0018867963 0.4817659586 
9.875 0.0 0.0 1.3838606709 0.3747955984 0.9225737806 1.0900564054 
9.925 0.0 0.0 0.8904692167 0.6183814005 0.8904692167 1.4837640913 
9.975 0.0 0.0 1.0850025835 1.7141533872 0.8815645991 1.2686184053 
