# Radial distribution function (200 data points):
# "Pair separation distance" Zn3+2-Zn3+2 Zn3+2-O_R "Zn3+2-C in CO2" O_R-O_R "O_R-C in CO2" "C in CO2-C in CO2"
2.675 0.0 0.0 0.0 0.0 0.4669725319 0.0 
2.725 0.0 0.0 0.0 0.0 0.2249968091 0.0 
2.775 14.2381363892 0.0 0.0 3.9550378859 0.2169620783 0.2380383945 
2.825 27.4772096424 0.0 0.0 8.3958140574 0.6280505061 0.2296870422 
2.875 6.6324537944 0.0 0.0 1.473878621 0.4042638503 0.2217675979 
2.925 44.8535272528 0.0 0.0 9.2554897506 0.7811226515 0.0 
2.975 37.1644718122 0.0 0.0 14.4528501492 0.3775438406 0.414219528 
3.025 29.9550629206 0.0 0.547749722 7.3223487139 0.1825832407 0.600959695 
3.075 23.1910845814 0.9662951909 0.5300819333 7.0861647332 0.8834698888 0.0 
3.125 39.2961143702 9.3562177072 0.5132553714 6.2374784715 0.6843404952 1.1262289292 
3.175 16.3149481325 16.3149481325 0.4972174669 3.6255440294 0.3314783113 0.5455185923 
3.225 15.8129899494 14.9344905078 0.0 2.9283314721 1.2851191832 1.0574694993 
3.275 20.4451275538 12.7782047211 0.0 0.5679202098 0.6230896016 1.3672366116 
3.325 9.9174356202 15.7026063986 0.4533684855 0.0 1.208982628 1.6580333184 
3.375 0.0 3.2085892256 1.3201052814 0.0 1.0267485522 0.48278136 
3.425 0.0 8.5678814266 0.0 0.0 1.2818440784 0.937577383 
3.475 0.0 0.7566456098 0.0 0.0 0.9685063805 1.2143884085 
3.525 0.0 0.0 0.8067654345 0.0 0.8067654345 1.4752282231 
3.575 0.0 0.0 0.3921783724 0.0 1.9608918618 1.1474018666 
3.625 0.0 0.0 0.3814344408 0.0 0.3814344408 1.3949602407 
3.675 0.0 0.0 1.4845041518 0.0 1.7319215104 1.3572609388 
3.725 0.0 0.0 0.0 0.0 0.8428698552 1.3210694874 
3.775 0.0 0.0 0.3517244428 0.0 0.8206903666 1.2863065338 
3.825 0.0 0.0 0.3425892634 0.0 1.4845534746 1.7540570285 
3.875 0.0 0.0 0.6676108216 0.0 1.5577585837 1.7090837032 
3.925 0.0 0.0 0.325355098 0.0 0.7591618954 1.1898700727 
3.975 0.0 0.0 1.5861082477 0.0 0.7401838489 1.7401873347 
4.025 0.0 0.5639911286 1.2375576765 0.0 1.1344278701 1.2446294346 
4.075 0.0 1.1004718755 1.509218572 0.0 1.0061457147 0.6623313505 
4.125 0.0 4.8328010079 1.1782829124 0.0 0.7855219416 1.8313882981 
4.175 0.0 3.669353192 1.4377873732 1.0483866263 0.1917049831 1.682622023 
4.225 0.0 3.0711595717 0.8423751968 0.3412399524 0.7487779527 1.6430327648 
4.275 0.0 5.4995242735 1.097047959 1.3332180057 0.9142066325 1.8054274982 
4.325 0.0 7.3269600822 1.8757017811 0.6512853406 0.7145530594 1.5679335704 
4.375 0.0 12.8888019217 0.5237354432 2.5459361821 1.0474708863 1.3407627345 
4.425 0.0 10.732633324 0.5119666083 3.4219990308 0.6826221443 1.3106345171 
4.475 0.0 8.2128054413 0.7508850689 3.3459577724 0.8343167432 1.6476563798 
4.525 0.0 7.1398325057 0.9791770293 8.9247906321 0.8975789436 0.8057228127 
4.575 0.0 7.8577030521 0.4789457098 8.43975513 0.7184185648 1.050943729 
4.625 0.0 7.2615752865 2.3432310168 5.1258178493 0.5467539039 0.8569530576 
4.675 0.0 3.76257154 1.1466884693 4.7380530504 0.6115671836 1.2580810635 
4.725 0.0 2.4555749762 0.6735291363 3.2740999682 1.1225485605 0.82106409 
4.775 0.0 1.6029460226 1.3189955843 4.2745227269 0.8060528571 1.2059388199 
4.825 0.0 1.1774225791 0.2153001288 5.4946387026 1.0765006438 1.0235983264 
4.875 0.0 0.0 1.0545320132 1.2815493216 0.5624170737 0.771314844 
4.925 0.0 0.0 0.8265832545 0.2511320652 0.9643471302 0.9824532396 
4.975 0.0 0.0 1.0125651825 0.7383287789 0.4725304185 0.5184333734 
5.025 0.0 0.0 0.3970060194 1.4474177791 0.5955090291 1.1615261825 
5.075 0.0 0.0 0.5838327593 2.6015695871 0.8433139856 0.9964079092 
5.125 0.0 0.0 0.5724965605 3.2467976233 0.6997180184 0.8374806828 
5.175 0.0 0.0 0.0 0.9098174715 0.6862623214 0.6160318397 
5.225 0.0 0.0 0.3671951221 0.8924881439 0.4895934961 1.2085965161 
5.275 0.0 0.0 0.5404006796 1.0945615616 0.9006677993 0.8564064103 
5.325 0.0 0.0 0.7070667055 1.7185649092 0.5303000291 1.0343375806 
5.375 0.0 0.0 1.9084264521 1.2650554133 0.6939732553 0.6979388168 
5.425 0.0 0.0 0.5109301212 3.7255321339 1.5327903637 0.7474177773 
5.475 0.0 0.0 1.1704950621 1.2192656897 1.2819707823 0.9784383213 
5.525 0.0 0.0 0.8210040262 0.3990991794 0.7662704245 0.8407081229 
5.575 0.0 0.0 0.8063436331 1.1759177983 0.9676123598 0.4128479402 
5.625 0.0 0.0 0.4752434642 1.9251760701 0.897682099 0.7531477375 
5.675 0.0 0.0 0.9338121505 0.1891401925 1.2450828674 0.7399349612 
5.725 0.0 0.0 1.0705010775 0.5575526445 1.1214773193 1.1744926107 
5.775 0.0 0.0 1.0520446236 0.3652932721 0.4508762672 1.0443153161 
5.825 0.0 0.0 1.3295075097 0.718098192 0.8370973209 1.6207329642 
5.875 0.0 0.0 1.3069740282 0.352963665 1.0165353553 0.2655439295 
5.925 0.0 0.0 0.7138936664 0.8675791085 0.8566723997 1.0965406716 
5.975 0.0 0.0 0.9827940029 1.023743753 0.8423948596 0.8215355584 
6.025 0.0 0.0 0.4142356487 1.5102341357 0.9665498469 0.9089513662 
6.075 0.0 0.0 0.9507051252 2.1456886506 0.724346762 0.6953728916 
6.125 0.0 0.0 0.5344267707 1.2989539565 0.7125690275 0.7329281426 
6.175 0.0 0.0 0.7887107586 1.7572548731 0.6572589655 0.6249593821 
6.225 0.0 0.0 1.810880535 1.1003614362 0.9054402675 1.0880065908 
6.275 0.0 0.0 0.7637730034 0.9281963583 1.0183640045 0.6983067459 
6.325 0.0 0.0 0.7517453326 0.4567896986 0.8770362214 1.3287993689 
6.375 0.0 0.0 0.6166662939 0.8993050119 0.5755552076 0.7216757542 
6.425 0.0 0.0 1.3356326921 0.29512086 0.6475794871 0.9769199119 
6.475 0.0 0.0 0.9564253856 0.1452903147 0.6774679815 1.0056129769 
6.525 0.0 0.0 2.0013754839 0.2861443707 1.0203090702 0.9472056072 
6.575 0.0 0.0 1.275386716 0.1409044667 1.275386716 0.9328542837 
6.625 0.0 0.0 1.8272121201 0.0 0.9897398984 1.002356363 
6.675 0.0 0.0 1.4624519061 0.0 1.2374593051 0.9873961001 
6.725 0.0 0.0 0.9974674738 0.0 0.812751275 1.337556384 
6.775 0.0 0.0 1.5287986013 0.0 0.9463991341 0.9584631231 
6.825 0.0 0.0 1.3988750033 0.0 0.8967147457 1.1018830796 
6.875 0.0 0.0 1.5906943962 0.0 1.0604629308 1.5125231287 
6.925 0.0 0.0 1.3587661574 0.0 1.1497252101 1.0702896502 
6.975 0.0 0.0 0.7211914472 0.0 0.9959310461 0.8666071921 
7.025 0.0 0.0 0.3046979803 0.617154474 1.421923908 1.1143240422 
7.075 0.0 0.0 1.2016261236 1.0952321439 0.8678410892 1.2817345318 
7.125 0.0 0.0 0.6911452565 1.0799144632 1.1519087608 0.8305027082 
7.175 0.0 0.0 1.0710011277 1.3015638705 0.9736373888 1.2818631679 
7.225 0.0 0.0 0.8641873098 1.0502276334 1.0242219968 1.0534854824 
7.275 0.0 0.0 0.8523493139 0.3452803934 1.0417602725 0.7619732279 
7.325 0.0 0.0 1.4012548411 0.2270551826 1.2766988552 1.229901392 
7.375 0.0 0.0 0.552927702 0.5599672908 1.1365736097 0.6740451986 
7.425 0.0 0.0 0.9091766097 0.441960852 1.0304001577 1.2302458353 
7.475 0.0 0.0 0.5382326614 1.9623065782 1.1661707665 1.3122624888 
7.525 0.0 0.0 0.9736904044 0.7530118342 1.1212192535 0.8093011153 
7.575 0.0 0.0 0.6988209997 0.6369462237 1.2229367495 0.8625447768 
7.625 0.0 0.0 0.9483185465 0.6286202486 1.2931616543 1.1665549704 
7.675 0.0 0.0 1.361458757 0.2068188216 0.7090931026 1.4625956932 
7.725 0.0 0.0 0.7559391333 0.0 1.2878963011 0.7679381671 
7.775 0.0 0.0 0.5804149085 0.0 1.2713850377 0.6974455064 
7.825 0.0 0.0 0.8186016981 0.0 1.1733291006 0.8382481388 
7.875 0.0 0.0 1.6973035601 0.0 1.3201249912 0.9163129968 
7.925 0.0 0.0 0.7182660484 0.0 1.2503149732 1.1090939872 
7.975 0.0 0.0 0.5516683204 0.0 1.3660358409 1.0375867838 
8.025 0.0 0.0 1.0896307729 0.0 1.2712359017 1.3093359165 
8.075 0.0 0.0 0.6918291727 0.0 1.5630214642 1.180721788 
8.125 0.0 0.0 0.6833405783 0.0 1.2654455154 0.8607921952 
8.175 0.0 0.0 1.2750137143 0.0 1.37501479 1.014868059 
8.225 0.0 0.0 0.6668254551 0.0 1.3583481493 1.2193379751 
8.275 0.0 0.0 0.9515877385 0.0 1.0491864809 1.1243375126 
8.325 0.0 0.0 1.5910935026 0.0 1.0848364791 0.8992777823 
8.375 0.0 0.0 1.0004604517 0.0 1.1672038603 0.9669756529 
8.425 0.0 0.0 1.200468141 0.0 1.035698004 1.1621338643 
8.475 0.0 0.0 0.9769901238 0.0 0.9769901238 0.9187694878 
8.525 0.0 0.0 0.9655634697 0.0 1.4483452046 1.1098068289 
8.575 0.0 0.0 1.2270035761 0.0 1.4315041721 1.4708461916 
8.625 0.0 0.0 0.8085458151 0.0 1.2801975405 1.1335042283 
8.675 0.0 0.0 0.9990653599 0.0 1.0878711697 1.0717592585 
8.725 0.0 0.0 1.3168634601 0.0 1.1412816654 0.7464734585 
8.775 0.0 0.0 1.2368043013 0.0 1.1066143748 0.9522463192 
8.825 0.0 0.0 1.222829261 0.0 1.0512041015 1.0356352478 
8.875 0.0 0.4640147074 1.145453449 0.0 1.1878776508 0.7447265599 
8.925 0.0 1.1470755993 1.1955805104 0.0 0.8180287702 0.7824310347 
8.975 0.0 3.5164243848 0.7467135284 0.0 1.0163600803 1.1378491861 
9.025 0.0 3.2532099569 1.4769252691 0.0 0.9230782932 0.8327045327 
9.075 0.0 0.6656815363 0.9737969902 0.0 1.1766713632 0.6677465076 
9.125 0.0 1.2070784019 1.2039431333 0.0 1.1236802578 0.9026133663 
9.175 0.0 0.4341665871 1.1313140783 0.0 0.9129903088 1.0452321349 
9.225 0.0 0.2147364701 1.2957812138 0.0 1.1779829216 0.7539090698 
9.275 0.0 0.5310687454 1.6897090139 0.4248549963 0.6991899368 1.3211360329 
9.325 0.0 2.5218668169 1.4987094226 0.7705704163 1.0183538385 0.8643106648 
9.375 0.0 3.0148384303 1.1976185764 1.8019723951 1.0645498457 1.0428243387 
9.425 0.0 1.748617466 1.2977974336 1.9886237849 0.902815606 0.9905176934 
9.475 0.0 0.8142170058 1.0608084418 2.1712453487 1.1910831627 0.9392541512 
9.525 0.0 0.8056912516 1.6574220032 1.3428187526 1.1049480021 1.2122858081 
9.575 0.0 0.1993246777 1.2027820549 1.1295065067 1.0752142612 1.1996579457 
9.625 0.0 0.1972591555 1.298528841 1.2493079851 1.2624585954 1.0289295198 
9.675 0.0 0.0 1.4457848231 1.1062782532 1.0174041347 0.9399896246 
9.725 0.0 0.0 1.9079418552 0.3864465563 1.2012967237 0.9691133233 
9.775 0.0 0.0 1.6786428716 0.3187527154 0.9617224785 1.0551469479 
9.825 0.0 0.0 1.0385005995 0.3155166752 1.0211922561 1.0824143391 
9.875 0.0 0.0 1.0794113233 0.3747955984 1.2336129409 0.8647039281 
9.925 0.0 0.0 0.9667951496 0.6183814005 1.0176791048 0.9862764353 
9.975 0.0 0.0 1.0578775189 1.7141533872 1.3601282386 0.9395679515 
